fecha,producto,tipo_producto,marca,categoria,cantidad,precio_unitario,precio_total,metodo_pago,comprobante
2024-06-22,,5/8,Aceros Arequipa,material_construccion,13.0,25.63,333.19,tarjeta,boleta
2024-06-22,rodillo,grande,Truper,pinturas,1.0,33.12,33.12,plin,boleta
2024-06-22,cemento,saco 42.5kg,Unacem,material_construccion,11.0,43.07,473.77,plin,boleta
2024-06-22,tarugos,plástico 6mm,Truper,fijacion,43.0,1.11,47.73,efectivo,boleta
2024-06-22,lija,grano 80,3M,pinturas,3.0,2.0,6.0,tarjeta,boleta
2024-06-22,caja_herramientas,metal,Stanley,accesorios,1.0,110.52,110.52,efectivo,boleta
2024-06-22,pegamento_contacto,spray,Pegatodo,material_construccion,3.0,64.02,,efectivo,factura
2024-06-22,calamina,galv 0.5mm,Covema,material_construccion,1.0,,88.51,plin,boleta
2024-06-22,brocha,"2""",Pretul,pinturas,6.0,24.76,148.56,tarjeta,factura
2024-06-22,adhesivo,epoxico 2k,Pegatodo,material_construccion,4.0,101.76,407.04,tarjeta,boleta
2024-06-22,destornillador,plano 6mm,Truper,herramientas,2.0,15.42,30.84,efectivo,boleta
2024-06-22,brocha,rodillo,Stanley,pinturas,3.0,24.17,72.51,yape,boleta
2024-06-22,llave_tubo,,Bahco,herramientas,1.0,71.67,71.67,efectivo,boleta
2024-06-22,juego_llaves_dados,20pz,Bahco,herramientas,2.0,319.5,639.0,efectivo,boleta
2024-06-22,lija,grano 220,Norton,pinturas,8.0,,9.76,efectivo,boleta
2024-06-22,arena,gruesa,Ladrillera Virú,material_construccion,,38.91,38.91,transferencia,boleta
2024-06-22,grifos,,Vainsa,gasfiteria,1.0,109.4,109.4,yape,factura
,tornillos,drywall,Truper,fijacion,32.0,0.16,5.12,plin,boleta
2024-06-22,alicate,"corte diagonal 6""",Truper,herramientas,1.0,91.63,,efectivo,boleta
2024-06-22,arnes,full body,Protec,seguridad_industrial,2.0,157.64,315.28,efectivo,factura
2024-06-22,sellador_silicon,300ml,3M,accesorios,2.0,68.19,136.38,efectivo,factura
2024-06-22,ladrillo,Pandereta,Cerámica Lark,material_construccion,1660.0,1.5,2490.0,tarjeta,
2024-06-22,grava,triturada,Ladrillera Virú,material_construccion,,45.16,90.32,efectivo,
2024-06-22,escalera,aluminio 3m,Genérico,accesorios,1.0,869.76,869.76,tarjeta,boleta
2024-06-22,martillo,maza 1kg,Truper,herramientas,4.0,115.26,461.04,yape,boleta
2024-06-22,ladrillo,King Kong,Ladrillera Virú,material_construccion,2811.0,3.48,9782.28,tarjeta,boleta
2024-06-22,adhesivo,contacto 1L,Sika,material_construccion,3.0,136.7,410.1,tarjeta,boleta
2024-06-22,cemento,saco 42.5kg,Pacasmayo,material_construccion,10.0,45.85,458.5,yape,boleta
2024-06-22,calamina,galv 0.3mm,Prodac,material_construccion,2.0,89.0,178.0,efectivo,boleta
2024-06-22,interruptor,simple,Simon,electricidad,2.0,33.72,67.44,yape,boleta
2024-06-22,pegamento_contacto,spray,Tekbond,material_construccion,4.0,103.36,413.44,tarjeta,boleta
2024-06-22,cortadora_ladrillo,electrica,Makita,herramientas,2.0,299.27,598.54,efectivo,boleta
2024-06-22,fierro_corrugado,,Aceros Arequipa,material_construccion,12.0,33.2,398.4,efectivo,boleta
2024-06-22,adhesivo,epoxico 2k,Tekbond,material_construccion,1.0,104.98,104.98,yape,boleta
2024-06-22,fierro_corrugado,5/8,Aceros Arequipa,material_construccion,11.0,31.91,351.01,tarjeta,boleta
2024-06-22,rodillo,,Truper,pinturas,1.0,8.88,8.88,efectivo,factura
2024-06-22,arena,gruesa,Ladrillera Virú,material_construccion,2.0,42.57,s/c,yape,factura
2024-06-22,calamina,galv 0.5mm,Aceros Arequipa,material_construccion,2.0,89.56,179.12,plin,factura
2024-06-22,grava,zarandeada,Ladrillera Virú,material_construccion,2.0,53.06,106.12,yape,boleta
2024-06-22,enchufe,simple,Legrand,electricidad,4.0,55.94,223.76,tarjeta,boleta
2024-06-22,grava,triturada,Ladrillera Virú,material_construccion,1.0,75.69,75.69,yape,boleta
2024-06-22,ladrillo,Techo,Ladrillera Virú,material_construccion,1040.0,1.27,1320.8,tarjeta,boleta
2024-06-22,grava,zarandeada,Ladrillera Virú,material_construccion,1.0,81.4,81.4,plin,boleta
2024-06-22,fierro_corrugado,3/4,Aceros Arequipa,material_construccion,13.0,36.22,470.86,efectivo,boleta
2024-06-22,rodillo,mini,Truper,pinturas,4.0,25.33,101.32,efectivo,boleta
2024-06-22,ladrillo,King Kong,Ladrillera Virú,material_construccion,2311.0,2.07,4783.77,transferencia,factura
,pernos_bulones,M8,Fijesa,fijacion,38.0,3.63,,plin,boleta
2024-06-22,cable,vulcanizado 2.5mm2,Indeco,electricidad,5.0,17.84,89.2,efectivo,boleta
2024-06-22,ladrillo,King Kong,Ladrillera Virú,material_construccion,1536.0,1.99,s/c,tarjeta,factura
2024-06-22,ladrillo,King Kong,Cerámica Lark,material_construccion,2011.0,3.07,6173.77,efectivo,boleta
2024-06-22,arena,fina,Ladrillera Virú,material_construccion,2.0,53.82,107.64,yape,factura
2024-06-22,disolvente,,Comex,pinturas,1.0,61.5,61.5,efectivo,boleta
2024-06-22,adhesivo,contacto 1L,Pegatodo,material_construccion,,107.19,214.38,plin,
2024-06-22,arena,fina,Ladrillera Virú,material_construccion,1.0,51.66,51.66,plin,factura
2024-06-22,caja_herramientas,metal,Truper,accesorios,2.0,55.13,110.26,yape,boleta
2024-06-22,cemento,saco 50kg,Cementos Inka,material_construccion,12.0,30.71,368.52,tarjeta,boleta
,arena,fina,Ladrillera Virú,material_construccion,1.0,75.01,75.01,efectivo,boleta
2024-06-22,fierro_corrugado,3/8,Aceros Arequipa,material_construccion,22.0,29.26,643.72,yape,boleta
2024-06-22,tuercas_arandelas,mariposa,Fixser,fijacion,46.0,0.59,27.14,efectivo,boleta
2024-06-22,ladrillo,King Kong,Fortaleza,,1522.0,1.07,1628.54,efectivo,boleta
2024-06-22,tuercas_arandelas,mariposa,Fijesa,fijacion,35.0,0.11,3.85,tarjeta,boleta
2024-06-22,grava,zarandeada,Ladrillera Virú,material_construccion,1.0,59.09,59.09,efectivo,factura
2024-06-22,grava,triturada,Ladrillera Virú,material_construccion,2.0,59.08,118.16,tarjeta,boleta
2024-06-22,foco_led,18W,Osram,electricidad,2.0,40.84,81.68,tarjeta,boleta
2024-06-22,clavos,galvanizado kg,Fixser,fijacion,5.0,4.96,24.8,efectivo,boleta
2024-06-22,rodillo,mini,Truper,pinturas,1.0,22.33,22.33,efectivo,boleta
2024-06-22,calamina,galv 0.3mm,Covema,material_construccion,5.0,119.79,598.95,tarjeta,boleta
2024-06-22,martillo,uña 16oz,Truper,herramientas,1.0,67.07,67.07,efectivo,factura
,arena,fina,Ladrillera Virú,material_construccion,2.0,76.62,153.24,efectivo,boleta
2024-06-22,tarugos,plástico 6mm,Fixser,fijacion,37.0,1.38,51.06,efectivo,boleta
2024-06-22,tuberia_pvc,1,Tigre,gasfiteria,4.0,22.15,88.6,,factura
2024-06-22,cemento,saco 50kg,Pacasmayo,material_construccion,11.0,41.43,455.73,tarjeta,boleta
2024-06-22,cable,vulcanizado 1.5mm2,Prysmian,electricidad,7.0,12.38,86.66,efectivo,boleta
2024-06-22,thinner,diluente 1L,Comex,pinturas,1.0,13.34,13.34,yape,boleta
2024-06-22,ladrillo,Pandereta,Cerámica Lark,material_construccion,2519.0,2.49,6272.31,efectivo,boleta
2024-06-22,adhesivo,,Tekbond,material_construccion,2.0,129.55,,transferencia,boleta
2024-06-22,sellador_silicon,300ml,3M,accesorios,1.0,34.34,34.34,plin,boleta
2024-06-22,cemento,,Unacem,material_construccion,12.0,41.13,493.56,transferencia,boleta
2024-06-22,lija,grano 120,Norton,pinturas,7.0,11.09,77.63,yape,boleta
2024-06-22,tuberia_pvc,1,Tigre,gasfiteria,1.0,16.43,16.43,efectivo,
2024-06-22,grava,triturada,Ladrillera Virú,material_construccion,4.0,34.92,139.68,,factura
2024-06-22,cintillos,plastico 100mm,Genérico,fijacion,25.0,0.83,20.75,,boleta
2024-06-22,arena,fina,Ladrillera Virú,material_construccion,3.0,68.36,205.08,plin,boleta
2024-06-23,grava,zarandeada,Ladrillera Virú,material_construccion,1.0,44.61,44.61,,boleta
2024-06-23,cemento,saco 42.5kg,Cementos Sol,material_construccion,15.0,36.09,541.35,yape,boleta
2024-06-23,cemento,saco 42.5kg,Cementos Inka,material_construccion,11.0,33.44,367.84,yape,boleta
2024-06-23,cemento,saco 50kg,Cementos Sol,material_construccion,11.0,38.7,425.7,transferencia,boleta
2024-06-23,ladrillo,King Kong,Cerámica Lark,material_construccion,1377.0,0.66,908.82,plin,boleta
2024-06-23,cemento,saco 42.5kg,Cementos Inka,material_construccion,11.0,31.26,343.86,efectivo,
2024-06-23,sellador,masilla 1kg,Sika,pinturas,1.0,50.41,50.41,transferencia,factura
2024-06-23,ladrillo,King Kong,Cerámica Lark,material_construccion,1169.0,1.02,1192.38,efectivo,boleta
2024-06-23,adhesivo,,Pegatodo,material_construccion,2.0,250.32,500.64,plin,boleta
2024-06-23,grava,triturada,Ladrillera Virú,material_construccion,1.0,86.16,86.16,yape,boleta
2024-06-23,calamina,galv 0.5mm,Prodac,material_construccion,1.0,55.61,--,,
2024-06-23,grava,zarandeada,Ladrillera Virú,material_construccion,1.0,86.75,86.75,efectivo,boleta
2024-06-23,casco,ABS,3M,seguridad_industrial,1.0,124.94,124.94,efectivo,
2024-06-23,grava,triturada,Ladrillera Virú,material_construccion,2.0,82.05,164.1,plin,boleta
2024-06-23,nivel_burbuja,100cm,Stanley,herramientas,1.0,38.32,38.32,tarjeta,factura
2024-06-23,,zarandeada,Ladrillera Virú,material_construccion,1.0,83.3,83.3,efectivo,boleta
2024-06-23,brocha,"2""",Pretul,pinturas,1.0,39.89,39.89,plin,boleta
2024-06-23,ladrillo,,Cerámica Lark,material_construccion,745.0,1.73,1288.85,yape,factura
2024-06-23,rodillo,grande,Pintuco,pinturas,1.0,10.5,10.5,yape,boleta
2024-06-23,adhesivo,contacto 1L,Tekbond,material_construccion,3.0,11.26,33.78,plin,boleta
2024-06-23,fierro_corrugado,3/8,Aceros Arequipa,material_construccion,14.0,35.02,490.28,efectivo,boleta
2024-06-23,interruptor,simple,Simon,electricidad,2.0,10.04,20.08,plin,boleta
2024-06-23,pegamento_contacto,contacto 1L,Pegatodo,material_construccion,1.0,84.88,84.88,efectivo,boleta
2024-06-23,nivel_burbuja,100cm,Truper,herramientas,2.0,78.95,157.9,efectivo,boleta
2024-06-23,ladrillo,Pandereta,Fortaleza,material_construccion,2890.0,1.45,4190.5,,boleta
2024-06-23,arena,fina,Ladrillera Virú,material_construccion,1.0,45.76,45.76,efectivo,boleta
2024-06-23,arena,gruesa,Ladrillera Virú,material_construccion,4.0,46.99,187.96,transferencia,factura
2024-06-23,cemento,saco 42.5kg,Cementos Sol,material_construccion,13.0,43.73,568.49,efectivo,factura
2024-06-23,fierro_corrugado,1/2,,material_construccion,17.0,28.78,489.26,,boleta
2024-06-23,ladrillo,Techo,Fortaleza,material_construccion,2511.0,0.81,2033.91,yape,boleta
2024-06-23,fierro_corrugado,3/4,Aceros Arequipa,material_construccion,18.0,25.9,466.2,efectivo,
2024-06-23,taladro,perc 12V,Makita,herramientas,1.0,635.09,635.09,efectivo,factura
2024-06-23,fierro_corrugado,1/2,Aceros Arequipa,material_construccion,21.0,23.48,493.08,plin,boleta
2024-06-23,sellador_termico,spray,3M,pinturas,2.0,31.43,62.86,yape,factura
2024-06-23,cemento,saco 42.5kg,Cementos Inka,material_construccion,13.0,36.26,--,yape,boleta
2024-06-23,caja_herramientas,plastica,Truper,accesorios,1.0,67.61,67.61,yape,boleta
2024-06-23,interruptor,simple,Legrand,electricidad,2.0,51.14,102.28,tarjeta,boleta
2024-06-23,foco_led,9W,Osram,electricidad,2.0,15.28,30.56,efectivo,boleta
2024-06-23,caja_placa,plastica,BTicino,electricidad,2.0,82.45,164.9,yape,boleta
2024-06-23,fierro_corrugado,5/8,Aceros Arequipa,,13.0,32.25,419.25,yape,boleta
2024-06-23,ladrillo,King Kong,Ladrillera Virú,material_construccion,2530.0,1.86,4705.8,efectivo,boleta
2024-06-23,grava,zarandeada,Ladrillera Virú,material_construccion,3.0,83.71,251.13,efectivo,boleta
2024-06-23,cintillos,plastico 100mm,Genérico,fijacion,33.0,0.43,14.19,plin,boleta
2024-06-23,malla_mosquitera,1x1m,Aceros Arequipa,accesorios,3.0,41.46,124.38,,boleta
2024-06-23,valvula,de paso 3/4,Tigre,gasfiteria,1.0,32.39,32.39,tarjeta,boleta
2024-06-23,arena,fina,Ladrillera Virú,material_construccion,2.0,58.3,116.6,efectivo,boleta
2024-06-23,nivel_burbuja,60cm,Stanley,herramientas,2.0,70.54,141.08,plin,factura
2024-06-23,fierro_corrugado,5/8,Aceros Arequipa,material_construccion,22.0,37.31,820.82,transferencia,boleta
2024-06-23,malla_mosquitera,2x1m,Genérico,accesorios,5.0,92.97,464.85,efectivo,boleta
2024-06-23,cemento,saco 42.5kg,,material_construccion,10.0,44.13,441.3,plin,boleta
2024-06-23,fierro_corrugado,3/8,Aceros Arequipa,material_construccion,15.0,31.69,475.35,transferencia,boleta
2024-06-23,grava,zarandeada,Ladrillera Virú,material_construccion,1.0,76.47,76.47,efectivo,boleta
2024-06-23,grava,zarandeada,Ladrillera Virú,material_construccion,1.0,85.95,85.95,yape,boleta
2024-06-23,grava,zarandeada,Ladrillera Virú,material_construccion,2.0,58.15,116.3,efectivo,boleta
,cortadora_ladrillo,electrica,Makita,herramientas,1.0,1229.51,,transferencia,factura
2024-06-23,interruptor,simple,Simon,electricidad,2.0,15.63,31.26,efectivo,boleta
2024-06-23,ladrillo,Techo,Ladrillera Virú,material_construccion,1152.0,2.15,2476.8,efectivo,factura
2024-06-23,fierro_corrugado,3/8,Aceros Arequipa,material_construccion,15.0,28.0,420.0,yape,boleta
2024-06-23,grava,zarandeada,Ladrillera Virú,material_construccion,1.0,72.23,72.23,efectivo,boleta
2024-06-23,,spray,Tekbond,material_construccion,4.0,88.21,352.84,tarjeta,boleta
2024-06-23,brocha,"3""",Stanley,pinturas,2.0,27.24,54.48,efectivo,factura
2024-06-23,fierro_corrugado,3/4,Aceros Arequipa,material_construccion,14.0,25.69,359.66,yape,boleta
2024-06-23,fierro_corrugado,3/4,Aceros Arequipa,material_construccion,15.0,25.11,376.65,efectivo,boleta
2024-06-23,tomacorriente,doble,Simon,electricidad,3.0,26.78,80.34,yape,boleta
2024-06-23,cemento,saco 50kg,Unacem,material_construccion,10.0,39.73,,efectivo,factura
2024-06-23,grava,triturada,Ladrillera Virú,material_construccion,1.0,43.71,43.71,efectivo,boleta
,fierro_corrugado,1/2,Aceros Arequipa,material_construccion,10.0,24.71,247.1,tarjeta,boleta
2024-06-23,fierro_corrugado,1/2,Aceros Arequipa,material_construccion,,24.05,456.95,transferencia,factura
2024-06-23,cemento,saco 42.5kg,Cementos Inka,material_construccion,error,35.92,431.04,efectivo,boleta
2024-06-23,grava,triturada,Ladrillera Virú,material_construccion,4.0,62.67,250.68,plin,factura
2024-06-23,pernos_bulones,M12,Fijesa,fijacion,30.0,2.12,63.6,plin,boleta
2024-06-23,arena,fina,Ladrillera Virú,material_construccion,2.0,52.15,104.3,yape,boleta
2024-06-23,adhesivo,contacto 1L,Tekbond,material_construccion,1.0,146.23,146.23,plin,boleta
2024-06-23,taladro,inalambrico 18V,Bosch,herramientas,2.0,727.12,1454.24,efectivo,factura
2024-06-23,arena,gruesa,Ladrillera Virú,material_construccion,1.0,77.68,77.68,transferencia,boleta
2024-06-23,fierro_corrugado,3/4,Aceros Arequipa,,20.0,25.55,511.0,yape,boleta
2024-06-23,adhesivo,contacto 1L,Pegatodo,material_construccion,2.0,49.37,98.74,tarjeta,factura
2024-06-23,,contacto 1L,Pegatodo,material_construccion,2.0,70.18,140.36,yape,boleta
2024-06-23,arena,gruesa,Ladrillera Virú,material_construccion,2.0,38.12,76.24,efectivo,boleta
2024-06-23,tarugos,plástico 6mm,Fixser,fijacion,36.0,0.52,18.72,efectivo,boleta
2024-06-23,rodillo,mediano,Pintuco,pinturas,1.0,43.48,43.48,efectivo,boleta
2024-06-23,fierro_corrugado,1/2,Aceros Arequipa,material_construccion,14.0,22.71,317.94,efectivo,factura
2024-06-23,cemento,saco 50kg,Cementos Sol,material_construccion,13.0,36.28,471.64,yape,boleta
2024-06-23,manguera,industrial,Tigre,accesorios,3.0,148.48,445.44,efectivo,boleta
2024-06-23,cable,vulcanizado 2.5mm2,Cabel,electricidad,8.0,8.35,66.8,transferencia,boleta
2024-06-23,disolvente,disolvente 1L,Comex,pinturas,3.0,67.42,202.26,tarjeta,boleta
2024-06-23,arena,gruesa,Ladrillera Virú,material_construccion,3.0,36.71,110.13,transferencia,boleta
2024-06-23,wincha,5m,Bosch,herramientas,1.0,24.98,24.98,yape,boleta
2024-06-23,grava,zarandeada,Ladrillera Virú,material_construccion,1.0,45.65,45.65,yape,boleta
2024-06-23,pegamento_contacto,spray,Tekbond,material_construccion,1.0,121.86,121.86,efectivo,boleta
2024-06-23,taladro,perc 12V,DeWalt,herramientas,1.0,155.17,155.17,plin,boleta
2024-06-23,arena,gruesa,Ladrillera Virú,material_construccion,2.0,43.12,86.24,efectivo,factura
2024-06-23,fierro_corrugado,3/4,Aceros Arequipa,material_construccion,19.0,36.34,690.46,transferencia,boleta
2024-06-23,arena,gruesa,Ladrillera Virú,material_construccion,4.0,38.52,154.08,yape,factura
2024-06-23,pegamento_contacto,contacto 1L,Pegatodo,material_construccion,2.0,108.77,217.54,efectivo,boleta
2024-06-23,calamina,galv 0.3mm,Aceros Arequipa,material_construccion,2.0,111.8,223.6,efectivo,boleta
2024-06-23,grava,triturada,Ladrillera Virú,material_construccion,1.0,85.48,85.48,efectivo,factura
2024-06-23,calamina,galv 0.3mm,Prodac,material_construccion,4.0,117.37,469.48,yape,boleta
2024-06-23,cintillos,plastico 200mm,Genérico,fijacion,27.0,0.5,13.5,efectivo,boleta
2024-06-23,destornillador,Phillips #2,Pretul,herramientas,,21.08,84.32,efectivo,boleta
2024-06-23,fierro_corrugado,5/8,Aceros Arequipa,material_construccion,10.0,28.88,288.8,transferencia,boleta
2024-06-23,cemento,saco 42.5kg,Pacasmayo,material_construccion,10.0,33.64,336.4,efectivo,boleta
2024-06-23,ladrillo,Techo,Cerámica Lark,material_construccion,889.0,3.24,2880.36,tarjeta,boleta
2024-06-23,cemento,saco 50kg,Pacasmayo,material_construccion,11.0,29.93,329.23,yape,boleta
2024-06-23,fierro_corrugado,1/2,Aceros Arequipa,material_construccion,18.0,32.14,578.52,transferencia,boleta
2024-06-23,sierra_circular,"7 1/4""",Makita,herramientas,1.0,,1183.59,tarjeta,factura
2024-06-23,malla_mosquitera,1x1m,Aceros Arequipa,accesorios,1.0,57.76,57.76,efectivo,boleta
2024-06-23,fierro_corrugado,,Aceros Arequipa,material_construccion,15.0,22.97,344.55,transferencia,factura
2024-06-23,arena,gruesa,Ladrillera Virú,material_construccion,3.0,32.28,96.84,,boleta
2024-06-23,serrucho,caladora,Truper,herramientas,2.0,39.65,79.3,yape,boleta
2024-06-23,tomacorriente,doble,Legrand,electricidad,1.0,75.98,75.98,transferencia,boleta
2024-06-24,cemento,saco 50kg,Unacem,material_construccion,14.0,36.75,514.5,yape,boleta
2024-06-24,ladrillo,Pandereta,Cerámica Lark,material_construccion,932.0,,1174.32,efectivo,boleta
2024-06-24,caja_placa,plastica,Legrand,electricidad,1.0,44.86,44.86,efectivo,boleta
2024-06-24,fierro_corrugado,,Aceros Arequipa,material_construccion,11.0,37.54,412.94,tarjeta,factura
2024-06-24,pegamento_contacto,spray,Tekbond,material_construccion,2.0,27.92,55.84,yape,boleta
2024-06-24,pegamento_contacto,,Pegatodo,material_construccion,3.0,25.35,76.05,plin,boleta
2024-06-24,cemento,saco 42.5kg,Cementos Sol,material_construccion,10.0,,277.9,efectivo,factura
2024-06-24,,saco 50kg,Cementos Inka,material_construccion,12.0,43.7,524.4,plin,factura
2024-06-24,tuberia_pvc,1/2,Tigre,gasfiteria,2.0,22.22,44.44,tarjeta,boleta
2024-06-24,brocha,rodillo,Stanley,pinturas,,42.52,42.52,transferencia,boleta
2024-06-24,adhesivo,epoxico 2k,Tekbond,material_construccion,1.0,39.09,39.09,plin,factura
2024-06-24,ladrillo,Techo,Ladrillera Virú,material_construccion,1307.0,1.23,1607.61,yape,boleta
2024-06-24,ladrillo,Techo,Fortaleza,material_construccion,2223.0,2.67,5935.41,yape,factura
2024-06-24,interruptor,doble,Simon,electricidad,3.0,18.57,55.71,plin,boleta
2024-06-24,arena,fina,Ladrillera Virú,material_construccion,2.0,56.77,113.54,efectivo,
2024-06-24,aspersor_jardin,,Tigre,accesorios,1.0,202.85,s/c,plin,boleta
2024-06-24,cable,vulcanizado 2.5mm2,Indeco,electricidad,5.0,8.47,42.35,plin,boleta
2024-06-24,aspersor_jardin,impacto,Toro,accesorios,1.0,184.65,184.65,efectivo,boleta
2024-06-24,sellador_silicon,300ml,Sika,accesorios,3.0,70.35,211.05,yape,boleta
2024-06-24,clavos,galvanizado kg,Fixser,fijacion,2.0,5.7,11.4,efectivo,boleta
2024-06-24,fierro_corrugado,3/4,Aceros Arequipa,material_construccion,10.0,--,333.2,plin,factura
2024-06-24,pernos_bulones,M8,Fixser,fijacion,33.0,1.7,56.1,transferencia,boleta
2024-06-24,calamina,galv 0.5mm,Covema,material_construccion,4.0,61.9,247.6,transferencia,boleta
2024-06-24,arena,gruesa,Ladrillera Virú,material_construccion,3.0,71.15,213.45,efectivo,boleta
2024-06-24,fierro_corrugado,,Aceros Arequipa,material_construccion,13.0,28.15,365.95,efectivo,boleta
,grava,zarandeada,Ladrillera Virú,,1.0,44.66,44.66,tarjeta,boleta
2024-06-24,fierro_corrugado,3/8,Aceros Arequipa,material_construccion,18.0,,692.28,yape,boleta
2024-06-24,pintura,latex 1gl,American Colors,pinturas,3.0,248.93,746.79,transferencia,factura
2024-06-24,fierro_corrugado,5/8,Aceros Arequipa,material_construccion,11.0,31.48,346.28,yape,boleta
2024-06-24,caja_placa,metal,Legrand,electricidad,2.0,48.79,97.58,yape,boleta
2024-06-24,thinner,thinner 1L,Comex,pinturas,1.0,41.52,41.52,yape,boleta
2024-06-24,clavos,galvanizado kg,Truper,fijacion,2.0,7.25,14.5,yape,boleta
2024-06-24,arena,gruesa,Ladrillera Virú,material_construccion,4.0,66.05,264.2,efectivo,boleta
2024-06-24,foco_led,9W,LedVance,electricidad,5.0,57.23,286.15,transferencia,factura
2024-06-24,calamina,galv 0.5mm,Aceros Arequipa,material_construccion,3.0,86.64,259.92,tarjeta,boleta
2024-06-24,aspersor_jardin,impacto,Tigre,accesorios,2.0,173.43,346.86,efectivo,boleta
2024-06-24,pernos_bulones,M8,Fixser,fijacion,33.0,1.49,49.17,tarjeta,boleta
2024-06-24,calamina,galv 0.5mm,Prodac,material_construccion,1.0,63.68,63.68,efectivo,boleta
2024-06-24,foco_led,12W,Osram,electricidad,1.0,12.36,12.36,yape,boleta
2024-06-24,ladrillo,Pandereta,Cerámica Lark,material_construccion,1058.0,2.44,2581.52,plin,boleta
2024-06-24,tomacorriente,,Legrand,electricidad,3.0,82.71,248.13,efectivo,boleta
2024-06-24,grifos,jardin,FV,gasfiteria,3.0,149.45,448.35,plin,boleta
2024-06-24,grava,,Ladrillera Virú,material_construccion,3.0,51.49,154.47,plin,factura
2024-06-24,fierro_corrugado,5/8,Aceros Arequipa,material_construccion,14.0,,476.56,tarjeta,
2024-06-24,ladrillo,Techo,Fortaleza,material_construccion,639.0,3.05,1948.95,tarjeta,factura
2024-06-24,tuberia_pvc,1/2,Pavco,gasfiteria,5.0,53.34,266.7,efectivo,boleta
2024-06-24,cemento,saco 42.5kg,Unacem,material_construccion,11.0,46.38,510.18,efectivo,boleta
2024-06-24,sellador_termico,spray,3M,pinturas,4.0,93.0,372.0,tarjeta,boleta
2024-06-24,ladrillo,Pandereta,Fortaleza,material_construccion,1575.0,3.37,5307.75,tarjeta,boleta
2024-06-24,pegamento_contacto,contacto 1L,Tekbond,material_construccion,1.0,108.58,108.58,efectivo,factura
2024-06-24,pegamento_contacto,spray,Pegatodo,material_construccion,1.0,65.58,65.58,tarjeta,boleta
2024-06-24,interruptor,doble,Simon,electricidad,2.0,35.31,70.62,yape,factura
2024-06-24,adhesivo,contacto 1L,Pegatodo,material_construccion,2.0,,506.58,efectivo,boleta
2024-06-24,rodillo,mini,Pintuco,pinturas,1.0,19.54,19.54,tarjeta,boleta
2024-06-24,caja_placa,metal,BTicino,electricidad,1.0,65.11,65.11,efectivo,boleta
2024-06-24,adhesivo,epoxico 2k,Tekbond,material_construccion,2.0,87.14,174.28,tarjeta,boleta
2024-06-24,pegamento_contacto,spray,Pegatodo,material_construccion,3.0,81.91,245.73,efectivo,boleta
2024-06-24,arena,gruesa,Ladrillera Virú,material_construccion,2.0,75.57,151.14,efectivo,factura
2024-06-24,adhesivo,contacto 1L,Pegatodo,material_construccion,1.0,17.56,17.56,efectivo,boleta
2024-06-24,grava,zarandeada,Ladrillera Virú,material_construccion,1.0,73.03,73.03,yape,boleta
2024-06-24,rodillo,mediano,Pintuco,pinturas,4.0,23.43,93.72,efectivo,boleta
2024-06-24,foco_led,18W,Philips,electricidad,2.0,56.62,113.24,transferencia,boleta
2024-06-24,cemento,saco 50kg,Unacem,material_construccion,17.0,44.13,750.21,efectivo,boleta
2024-06-24,candado,disco,Tesa,accesorios,4.0,117.56,470.24,efectivo,boleta
2024-06-24,grava,triturada,Ladrillera Virú,material_construccion,4.0,53.94,215.76,efectivo,factura
2024-06-24,adhesivo,contacto 1L,Sika,material_construccion,4.0,185.39,741.56,transferencia,boleta
2024-06-24,caja_placa,metal,BTicino,electricidad,3.0,10.28,30.84,yape,boleta
2024-06-24,grava,triturada,Ladrillera Virú,material_construccion,1.0,58.19,58.19,yape,boleta
2024-06-24,brocha,"3""",Truper,pinturas,2.0,11.51,23.02,efectivo,boleta
2024-06-24,soldador_inverter,200A,Makita,herramientas,2.0,1385.61,2771.22,efectivo,boleta
2024-06-24,cemento,saco 42.5kg,Unacem,material_construccion,11.0,41.13,452.43,plin,boleta
2024-06-24,disolvente,disolvente 1L,Comex,pinturas,3.0,59.87,179.61,efectivo,boleta
2024-06-24,martillo,uña 16oz,Bahco,herramientas,2.0,25.58,51.16,efectivo,
2024-06-24,cemento,saco 50kg,,material_construccion,11.0,39.55,435.05,plin,boleta
2024-06-24,ladrillo,Pandereta,Ladrillera Virú,material_construccion,1873.0,1.17,--,efectivo,boleta
2024-06-24,calamina,galv 0.5mm,Prodac,material_construccion,6.0,37.72,226.32,transferencia,boleta
,fierro_corrugado,1/2,Aceros Arequipa,material_construccion,21.0,22.26,467.46,yape,factura
2024-06-24,arena,gruesa,Ladrillera Virú,material_construccion,1.0,74.68,74.68,efectivo,boleta
2024-06-24,tarugos,plástico 6mm,Fixser,fijacion,27.0,0.99,26.73,yape,boleta
2024-06-24,cemento,saco 42.5kg,Cementos Inka,material_construccion,12.0,34.74,416.88,efectivo,boleta
2024-06-24,arena,gruesa,Ladrillera Virú,material_construccion,1.0,70.04,70.04,plin,boleta
2024-06-24,ladrillo,Pandereta,Cerámica Lark,material_construccion,1246.0,1.03,1283.38,tarjeta,boleta
2024-06-24,destornillador,precision,Pretul,herramientas,4.0,48.82,195.28,plin,boleta
2024-06-24,arnes,cinturon,Protec,seguridad_industrial,1.0,363.76,363.76,yape,boleta
2024-06-24,adhesivo,epoxico 2k,Pegatodo,material_construccion,2.0,86.22,172.44,transferencia,factura
